Provinsi;Kabupaten;Kode;Nama;Alamat;Kode_prov;Kode_kab
JAWA TENGAH;KOTA SEMARANG;3374134;RSUD Tugurejo Semarang;Jl. Raya Tugurejo Semarang;33;3374
JAWA TENGAH;KOTA SEMARANG;3374240;RS Panti Wilasa II;Jl. Dr. Cipto Mangunkusumo 50, Bugangan, Semarang Timur;33;3374
JAWA TENGAH;KOTA SEMARANG;3374284;RSB Bunda Semarang;Jl. Brigjen Katamso No.8,Semarang;33;3374
JAWA TENGAH;KOTA SEMARANG;3374305;RSK THT Dharma Usadha;Jl. Kalimas Raya Semarang;33;3374
JAWA TENGAH;KOTA SEMARANG;3374320;RS Jiwa Puri Asih;tidak ada RS tersebut;33;3374
JAWA TENGAH;KOTA SEMARANG;3374342;RSUD Kota Semarang;Jl. Fatmawati Raya No.1;33;3374
JAWA TENGAH;KOTA SEMARANG;3374364;RSB Permata Sari;Jl. Gunung Pati No. 1,Semarang;33;3374
JAWA TENGAH;KOTA SURAKARTA;3372026;RS Dr.Oen;Jl. Brigjend Katamso 55,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372041;RS Brayat Minulya;Jl. Dr. Setiabudi No. 106 Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372096;RS PKU Muhammadiyah;Jl. Ronggowarsito 130,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372165;RSU Kasih Ibu;Jl. Slamet Riyadi 404,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372191;RSU Triharsi;Jl. Monginsidi No.82,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372212;RSK THT Dr. Soeharso JD;Jl. Kepatihan Wetan, Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372234;RSUD Kota Surakarta;Jl. Lettu.Sumarto No.1 Kadipiro Banjarsari Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372015;RSU Dr. Moewardi Surakarta;Jl. Kol Sutarto 132,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372052;RS Jiwa Surakarta;Jl. K.H. Dewantoro 80, Jebres, Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372235S;RUMAH SAKIT MATA SOLO;Jl. Adi Sucipto 169;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372074;RSU Panti Waluyo;Jl. Jend A Yani No.1;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372030;Rumkit Tk IV Slamet Riyadi Surakarta;Jl. Slamet Riyadi 321,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372132;RS Islam Kustati;Jl. Kapt. Mulyadi No.249;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372201;RS Jiwa Tathya Puri;Jl. Kapt.Mulyadi 174,Surakarta;33;3372
JAWA TENGAH;KOTA SURAKARTA;3372223;RS Jiwa dan Syaraf Puri Waluyo Surakarta;Jl. Slamet Riyadi 301-303,Surakarta;33;3372
JAWA TENGAH;KOTA TEGAL;3376012;RSUD Kardinah;Jl. KS Tubun No.4, Kota Tegal;33;3376
JAWA TENGAH;KOTA TEGAL;3376082;RS Islam Harapan Anda;Jl. Ababil No.42,Tegal;33;3376
JAWA TENGAH;KOTA TEGAL;3328042;RSU Mitra Keluarga Tegal;Jl. Sipelem No.4, Kemandungan, Tegal;33;3328
JAWA TENGAH;KOTA TEGAL;3376071;RSK THT Trunorejo;Jl. Dukuh I No.25,Tegal;33;3376
JAWA TENGAH;KOTA TEGAL;3376093;RSIA Kasih Ibu Tegal;Jl. Sultan Agung 32,Tegal;33;3376
JAWA TENGAH;KUDUS;3319024S;RS BUAH HATI WOMEN & CHILDREN HOSPITAL KUDUS;Jl Letkol Tit Sudono No.36 Kudus;33;3319
JAWA TENGAH;KUDUS;3319091;RSB Permata Hati;Jl. Nisemito No.28,Kudus;33;3319
JAWA TENGAH;KUDUS;3319023S;RSB Harapan Bunda;JL Kudus Jepara km 4 garung lor kaliwungu Kudus;33;3319
JAWA TENGAH;KUDUS;3319022S;RSU KUMALA SIWIMIJEN KUDUS;Jl. Jepara KM. 6 Desa Mijen Kec. Kaliwungu;33;3319
JAWA TENGAH;KUDUS;3319021;Rumah Sakit Aisyiyah Kudus;Jl. HOS. Cokroaminoto No. 248 Kudus;33;3319
JAWA TENGAH;KUDUS;3319010;RSUD Kudus;Jl. Dr. Lukmonohadi No.19,Kudus;33;3319
JAWA TENGAH;KUDUS;3319080;RSU Islam Sunan Kudus;Jl. Kudus Permai No.1, Kaliwungu, Kudus;33;3319
JAWA TENGAH;KUDUS;3319102;Rumkitban Kudus;Jl. P. Sudirman No.64, Kudus;33;3319
JAWA TENGAH;KUDUS;3319043;RSU Nurussyifa;Jl. Kudus - Pati Km.10 Jekulo, Kudus;33;3319
JAWA TENGAH;KUDUS;3319032;RS Mardi Rahayu;Jl. AKBP R Agil 110,Kudus;33;3319
JAWA TENGAH;MAGELANG;3308014;RSUD Muntilan Kab. Magelang;Jl. Kartini No.13 Muntilan;33;3308
JAWA TENGAH;MAGELANG;3308017;RS AISYIYAH MUNTILAN;JL. KHA Dahlan No. 24 Muntilan;33;3308
JAWA TENGAH;MAGELANG;3308018S;"RSU "" N21-GEMILANG""";Jln. Pondok Pabelan No. 5 , Pabelan, Mungkid, Magelang;33;3308
JAWA TENGAH;PATI;3318108;RS Keluarga Sehat;Jl. P. Sudirman No.9, Mrgorejo - Pati;33;3318
JAWA TENGAH;PATI;3318109S;RS Budi Agung Pati;Jl. Bajo No. 7 Juwana;33;3318
JAWA TENGAH;PATI;3318020;RS Kristen Tayu;Jl. Diponegoro 56,Tayu Pati;33;3318
JAWA TENGAH;PATI;3318064;RS Islam Pati;Jl. Raya Pati-Tayu KM.18Waturoyo Margoyoso Pati;33;3318
JAWA TENGAH;PATI;3318086;RSUD Kayen Pati;Jl. Rumah Sakit No.1 Kayen Pati;33;3318
JAWA TENGAH;PATI;3318016;RSUD RAA Soewondo;Jl. Dr Soesanto No. 114;33;3318
JAWA TENGAH;PATI;3318053;RSK THT Bina Waluya;Jl. Dr Susanto No.113,Pati;33;3318
JAWA TENGAH;PATI;3318075;RS Mitra Bangsa Pati;Jl. Kol.Sugiyono No.75,Pati;33;3318
JAWA TENGAH;PATI;3318097;Rumkinban Pati;Jl. P. Sudirman No.77 Pati;33;3318
JAWA TENGAH;PEKALONGAN;3326016;RSI PKU Muhammadiyah Pekajangan;Jl. Raya Ambokembang No.42-44,Pekalongan;33;3326
JAWA TENGAH;PEKALONGAN;3326011;RSUD Kraton Kab. Pekalongan;Jl. Veteran 31,Pekalongan;33;3326
JAWA TENGAH;PEKALONGAN;3325026;RSU Bhakti Waluyo;Jl.Dr.Sutomo No. 32;33;3325
JAWA TENGAH;PEKALONGAN;3326038;RSUD Kajen Kab.Pekalongan;Jl. Raya Karangsari Karanganyar;33;3326
JAWA TENGAH;PEMALANG;3327046S;RS Ibu dan Anak SITI AMINAH Pemalang;Jl. Jenderal Sudirman Timur No. 295;33;3327
JAWA TENGAH;PEMALANG;3327045;RS PRIMA MEDIKA;Jl. Slamet Riyadi No. 321 Pemalang;33;3327
JAWA TENGAH;PEMALANG;3327044S;RSU SIAGA MEDIKA PEMALANG;Jl. Perintis Kemerdekaan No. 1;33;3327
JAWA TENGAH;PEMALANG;3327021;RS Santa Maria Pemalang;Jl. Pemuda No. 24,Pemalang;33;3327
JAWA TENGAH;PEMALANG;3327043;RS Islam Al-Ikhlas;Jl. Kolonel Soegiono NO. 13 Taman;33;3327
JAWA TENGAH;PEMALANG;3327010;RSUD Dr. M Ashasi Pemalang;Jl. Gatot Subroto No.41,Pemalang;33;3327
JAWA TENGAH;PEMALANG;3327032;RS Islam Moga;Jl. Raya Moga-Pulosari km.02 ,Pemalang;33;3327
JAWA TENGAH;PURBALINGGA;3303016;RSUD Purbalinnga;Jl. Tentara Pelajar Purbalingga;33;3303
JAWA TENGAH;PURBALINGGA;3303075;RSU Harapan Ibu;Jl. May.Jend.Soengkono KM.1,Purbalingga;33;3303
JAWA TENGAH;PURBALINGGA;3303099S;RSIA Ummu Hani;Jl. Panjaitan No 40 A Purbalingga Jawa Tengah;33;3303
JAWA TENGAH;PURBALINGGA;3303097;Rumah Sakit Khusus Bersalin Daerah Panti Nugroho;Jl. Letkol Isdiman No 20 Purbalingga;33;3303
JAWA TENGAH;PURBALINGGA;3303086;"RS Jiwa dan Narkoba "" H.Mustajab""";Jl. Raya Bungkanel - Karanganyar,Purbalingga;33;3303
JAWA TENGAH;PURBALINGGA;3303098S;RSIA KASIH IBU PURBALINGGA;Jl. Raya selakambang No 27, Desa. Kalikajar, Rt 03 / Rw 06 Purbalingga;33;3303
JAWA TENGAH;PURBALINGGA;3303064;RS Nirmala;Jl. Letnan Yusuf Babakan, Kalimanah Purbalingga;33;3303
JAWA TENGAH;PURWOREJO;3306082;RS Panti Waluyo Yakkum Purworejo;Jl. Ahmad Yani No. 21 Purworejo;33;3306
JAWA TENGAH;PURWOREJO;3306104;RS Palang Biru Kutoarjo;Jl. Marditomo No.17, Kutoarjo, Kab.Purworejo;33;3306
JAWA TENGAH;PURWOREJO;3306106S;RS Khusus Purwa Husada;Jl. Tentara Pelajar (Jl. Purworejo-Kutoarjo) Km. 5,Candisari, Banyuurip, Purworejo,JAWA TENGAH;33;3306
JAWA TENGAH;PURWOREJO;3306108S;RS Ibu dan Anak KASIH IBU Purworejo;Jln.Mayjend Sutoyo No.19;33;3306
JAWA TENGAH;PURWOREJO;3306012;RSUD Saras Husada Purworejo;Jl. Jen Sudirman No.60 Purworejo;33;3306
JAWA TENGAH;PURWOREJO;3306105S;RSIA PERMATA;jl. Mayjend Sutoyo No. 75 Rt 05 Rw 05;33;3306
JAWA TENGAH;PURWOREJO;3306093;RSU PKU Muhammadiyah Purworejo;Jl. Brigjend Katamso No.144-A, Purworejo;33;3306
JAWA TENGAH;PURWOREJO;3306023;"RS Ibu dan Anak "" Aisyiyah """;Jl. Mayjend Sutoyo 113, Purworejo;33;3306
JAWA TENGAH;REMBANG;3317026;RS Islam Arafah;Jl. Raya Rembang - Lasem Km.5 Tritunggal, Rembang;33;3317
JAWA TENGAH;REMBANG;3317015;RSUD dr. R. Soetrasno Rembang;Jl. Pahlawan No.16,Rembang;33;3317
JAWA TENGAH;SEMARANG;3322072S;RUMAH SAKIT IBU DAN ANAK PLAMONGAN INDAH;jl. kelapa gading raya no. 52 semarang;33;3322
JAWA TENGAH;SEMARANG;3322023;RSUD Ungaran;Jl. Diponegoro 125,Ungaran;33;3322
JAWA TENGAH;SEMARANG;3322034;RS. KEN SARAS;Jl. Soekarno Hatta Km 29 Bergas, Ungaran-Kab. Semarang;33;3322
JAWA TENGAH;SEMARANG;3322012;RSUD Ambarawa;Jl. Kartini No.101, Ambarawa;33;3322
JAWA TENGAH;SEMARANG;3322071;RSU Bina Kasih;Jl. Naryo Atmajan 27 Ambarawa;33;3322
JAWA TENGAH;SRAGEN;3314012;RSUD dr. SOEHADI PRIJONEGORO;Jl. Raya Sukowati No.534,Sragen;33;3314
JAWA TENGAH;SRAGEN;3314045;RSIA Sarila Husada;Jl. Veteran No. 41-43,Sragen;33;3314
JAWA TENGAH;SRAGEN;3314067;RSU Assalam;Jl. Gatot Subroto KM.1,5 Kulon Palang Gemolong;33;3314
JAWA TENGAH;SRAGEN;3314089;RSUD dr. SOERATNO GEMOLONG;jl.DR Soetomo No 792 Gemolong;33;3314
JAWA TENGAH;SRAGEN;3314092S;RSU Islam YAKSSI Gemolong;Jln. Raya Solo-Purwodadi Km.20, Gemolong;33;3314
JAWA TENGAH;SRAGEN;3314023;RS Mardi Lestari Sragen;Jl. Rokan No.8,Sragen;33;3314
JAWA TENGAH;SRAGEN;3314078;RSIA Restu Ibu;Bendungan Desa Pilangsari Kec. Ngrampal, Sragen;33;3314
JAWA TENGAH;SRAGEN;3314056;RSU Amal Sehat Sragen;Jl. Veteran No.35, Sragen, Jawa Tengah;33;3314
JAWA TENGAH;SRAGEN;3314090;RSU PKU MUHAMMADIYAH SRAGEN;Jl. Raya Sragen - Solo Km.8, Masaran, Sragen;33;3314
JAWA TENGAH;SRAGEN;3314093S;RS Ibu Anak Dentatama , Sragen;Jl. Perintis Kemerdekaan No.6, SRAGEN;33;3314
JAWA TENGAH;SUKOHARJO;3311027;RS Khusus Bedah Karima Utama;Jl. Amarta 8-10 Kartasura Ds.Ngabean Kartasura, Sukoharjo;33;3311
JAWA TENGAH;SUKOHARJO;3372063;RSO Prof Dr. R.Soeharso;Jl. Jenderal Ahmad Yani Pabelan, Surakarta 57162;33;3372
JAWA TENGAH;SUKOHARJO;3311016;RSUD Sukoharjo;Jl. Dr Muwardi 71,Sukoharjo;33;3311
JAWA TENGAH;SUKOHARJO;3311224;RS Dr.Oen Solo Baru;Komplek Perumahan Solo Baru Kec.Grogol Sukoharjo;33;3311
JAWA TENGAH;SUKOHARJO;3372180;RS Islam Surakarta;Jl. Ahmad Yani, Pabelan, Kartasura, Sukoharjo;33;3372
JAWA TENGAH;SUKOHARJO;3311213;RSU Nirmala Suri;Jl. Raya Solo Sukoharjo Km.9, Sukoharjo;33;3311
JAWA TENGAH;TEGAL;3376034;Rumkit Tk.IV Tegal;Jl. Raya Pagongan Tegal;33;3376
JAWA TENGAH;TEGAL;3328033;RSB Harapan Ibu;Jl. Raya Procot,Slawi;33;3328
JAWA TENGAH;TEGAL;3328067;"RSB Utama Aisyiyah ""Siti Hajar""";Jl. Kartini No.41 Kab. Tegal;33;3328
JAWA TENGAH;TEGAL;3328035;RSUD SURADADI;Jl. Raya Tegal-Pemalang KM.12;33;3328
JAWA TENGAH;TEGAL;3376023;RS Mitra Siaga;Jl. Pala Raya No.54,Tegal;33;3376
JAWA TENGAH;TEGAL;3328079;RSIA PALA RAYA;Jl. Pala Raya 11A Mejasem Tegal;33;3328
JAWA TENGAH;TEGAL;3328078;RS ADELLA;Jl. Prof.Moh. Yamin No.7,Slawi;33;3328
JAWA TENGAH;TEGAL;3328011;RSU Dr. H.RM Soeselo W;Jl. Dr. Sutomo No.63 Slawi Kabupaten Tegal;33;3328
JAWA TENGAH;TEGAL;3328022;RSTP Kalibakung;Jl. Dr Sutomo 63,Slawi;33;3328
JAWA TENGAH;TEGAL;3328055;RS Islam PKU Muhammadiyah;Jl. Singkil Km.0,5 Adiwerna, Kab.Tegal;33;3328
JAWA TENGAH;TEMANGGUNG;3323013;RSUD Djojonegoro Temanggung;Jl. Dr. Sutomo No.67,Temanggung;33;3323
JAWA TENGAH;TEMANGGUNG;3323046;RSB Gunung Sawo II;Jl. Gatot Subroto Km. 2, Manding Temanggung;33;3323
JAWA TENGAH;TEMANGGUNG;3323024;RS Ngesti Waluyo;Jl. Pahlawan Parakan,Temanggung;33;3323
JAWA TENGAH;TEMANGGUNG;3323050;RS PKU Muhammadiyah;Jl. Raya Kedu Km.2,Temanggung;33;3323
JAWA TENGAH;WONOGIRI;3312306;RS Amal Sehat;Jl. Ngerjopuro RT.02/RW.03,Slogohimo Wonogiri;33;3312
JAWA TENGAH;WONOGIRI;3312308;Rumah Sakit MULIA HATI Wonogiri;Jl.RM.Said No.08, Brumbung, Kaliancar, Selogiri,Wonogiri;33;3312
JAWA TENGAH;WONOGIRI;3312273;RSU Marga Husada;Jl. Letjen S.Parman No. 4 Selogiri,Wonogiri;33;3312
JAWA TENGAH;WONOGIRI;3312295;RS Medika Mulya;Jl. Raya Wonogiri-Ngadirojo KM.5,Wonogiri;33;3312
JAWA TENGAH;WONOGIRI;3312307;FITRI CANDRA;Jl. Brigjjend Katamso, Klampisan, Selogiri Wonogiri 57652;33;3312
JAWA TENGAH;WONOGIRI;3312021;RS. Maguan Husada;Jl. Raya Praci-gribelah Km.6 Suci, Pracimantoro;33;3312
JAWA TENGAH;WONOGIRI;3312309S;RS ASTRINI;JL. Brigjend Katamso, Kaliancar, Selogiri.;33;3312
JAWA TENGAH;WONOGIRI;3312010;RSUD Dr. Soediran MS Wonogiri;Jl. Jend A Yani No. 40,Giriwono Wonogiri;33;3312
JAWA TENGAH;WONOGIRI;3312284;RS Muhammadiyah Wonogiri;Jl. Lama Nambangan Selogiri, Wonogiri;33;3312
JAWA TENGAH;WONOSOBO;3307035;RSIA Adina;Jl. Pasukan Ronggolawe No.24, Wonosobo;33;3307
JAWA TENGAH;WONOSOBO;3307013;RSU Wonosobo;Jl. Rumah Sakit No.1,Wonosobo;33;3307
JAWA TENGAH;WONOSOBO;3307050;RS Islam Wonosobo;Jl. Mayjend. Bambang Sugeng Km.3 Wonosobo;33;3307
DI YOGYAKARTA;BANTUL;3402020;RS St Elizabeth Bantul;Ganjuran Sumbermulyo Bambanglipuro;34;3402
DI YOGYAKARTA;BANTUL;3402042;RSIA Ummi Khasanah;Jl. Pemuda Ds Gandekan Bantul;34;3402
DI YOGYAKARTA;BANTUL;3402064;RSU Rachma Husada;Jl. Parantritis Km.16 Gerselo Patalan Jetis Bantul;34;3402
DI YOGYAKARTA;BANTUL;3402076;Rumah Sakit Khusus Bedah Ringroad Selatan;Glugo Panggungharjo Sewon Bantul Yogyakarta;34;3402
DI YOGYAKARTA;BANTUL;3471074;RSPAU Dr. Suhardi Harjolukito;Jl. Raya Janti Yogyakarta;34;3471
DI YOGYAKARTA;BANTUL;3471121S;RS KHUSUS PARU RESPIRA YOGYAKARTA;JL Panembahan Senopati No 4, Palbapang, Bantul, Yogyakarta;34;3471
DI YOGYAKARTA;BANTUL;3402016;RSUD Penembahan Senopati;Jl. Dr. Wahidin SH Bantul;34;3402
DI YOGYAKARTA;BANTUL;3402031;RS PKU Muhammadiyah Bantul;Jl. Jenderal Sudirman 124 Bantul;34;3402
DI YOGYAKARTA;BANTUL;3402053;RS Khusus Bedah Nur Hidayah;Jl. Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul;34;3402
DI YOGYAKARTA;BANTUL;3402077S;RSU Griya Mahardika Yogyakarta;jl. Parangtritis Km 45 Gg. Wijayakusuma no. 212;34;3402
DI YOGYAKARTA;BANTUL;3402086;RSU Rajawali Citra;Jl. Pleret Km.2,5, Banjardadap Potorono Banguntapan Bantul;34;3402
DI YOGYAKARTA;BANTUL;3402075;RSU Permata Husada;jl.pleret-kotagede km-4 Kauman Pleret;34;3402
DI YOGYAKARTA;BANTUL;3471223;RSK Bedah Patmasuri;Jln. KH. Ali Maksum Lapangan Krapyak Panggungharjo Sewon Bantul Yogyakarta;34;3471
DI YOGYAKARTA;GUNUNG KIDUL;3403010;RSUD Wonosari;Jl. Taman Bakti No 6 Wonosari;34;3403
DI YOGYAKARTA;GUNUNG KIDUL;3403022;RSU Pelita Husada;Jl.Raya Semanu Km.3 Sambirejo Semanu Gunungkidul DIY 55893;34;3403
DI YOGYAKARTA;GUNUNG KIDUL;3403021;RS Nur Rohmah;Ds.Jamburejo,Ds.Bandung,Kec.Playen,Kab.Gunungkidul;34;3403
DI YOGYAKARTA;KOTA YOGYAKARTA;3471325;RSIA Permata Bunda;Jl. Ngeksigondo 56 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471362;RSGM Univ.Gajah Mada;Jl. Sekip Utara Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3404045;RSU Queen Latifa;Jl. Ring Road Barat - Mlangi - Nogotirto - Sleman;34;3404
DI YOGYAKARTA;KOTA YOGYAKARTA;3471030;Rumkit DKT Dr. Soetarto/Tk. III Yogyakarta;Jl. Juwadi 19 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471052;RSU Panti Rapih;Jl. Cik Ditiro 30 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471096;RS Mata Dr. Yap;Jl. Cik Ditiro 5 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471234;RSUD Kota Yogyakarta;Jl. Wirosaban No. 1 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471271;RSK Bedah Soedirman;Jl. Sidobali UH II/402 Muja-Muju Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471107;RSKIA PKU MUHAMMADIYAH KOTAGEDE;JL. KEMASAN NO.43 KOTAGEDE;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471293;RSK THT Sari Asih;Jl. Tirtodipuran No. 38 Yogya;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471314;RSK THT Prof R Oepomo;Jl. Suryomentaraman 298 A Yogya;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471336;RSIA Bethesda Lempuyang;Jl. Hayam Wuruk 6 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471373;RS Happy Land Medical Centre;Jl. Ipda Tut Harsono No.53,Timoho Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471374;RSGMP Universitas Muhammadiyah Yogyakarta;Jl. HOS Cokroaminoto no. 17;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471026;RS Islam Hidayatullah;Jl. Veteran No.184, Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471041;RS PKU Muhammadiyah Yogya;Jl. K.H. Ahmad Dahlan 20 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471063;RS Bethesda Yogyakarta;Jl. Jen Sudirman 70 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471085;RS Jiwa Puri Nirmala;Jl. Jayaningprangan No.13 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471256;RSB Bhakti Ibu;Jl. Golo No.20 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471282;RSK P.Dalam Husada Tama;Jl. Wiratama 4 Yogyakarta;34;3471
DI YOGYAKARTA;KOTA YOGYAKARTA;3471303;RSK Anak Empat Lima;Jl. Patangpuluhan No.35 Yogyakarta;34;3471
DI YOGYAKARTA;KULON PROGO;3401049;pku muhammadiyah wates;Jl KH.Ahmad Dahlan NO II Wates Kulon Progo;34;3401
DI YOGYAKARTA;KULON PROGO;3401051;RSU RIZKI AMALIA;Jl. Wates-Purworejo Km.10, Kalidengen, Temon, KP;34;3401
DI YOGYAKARTA;KULON PROGO;3401026;RS St Yusup Boro;Boro Banjarasri Kulon Progo;34;3401
DI YOGYAKARTA;KULON PROGO;3401048;RSU Kharisma Paramedika;Jl. Khudori No.34, Wates, Kulon Progo;34;3401
DI YOGYAKARTA;KULON PROGO;3401050;RSU PKU MUHAMMADIYAH NANGGULAN;Ngemplak, Kembang, Nanggulan;34;3401
DI YOGYAKARTA;KULON PROGO;3401015;RSUD Wates;Jl. Tentara Pelajar Km.1 No.5 Wates;34;3401
DI YOGYAKARTA;KULON PROGO;3401037;RSKB Rizki Amalia Medika;Jl. Brosot - Wates Km.5 Jogahan Bumirejo Lendah Kulon Progo;34;3401
DI YOGYAKARTA;SLEMAN;3404056;"Rumah Sakit ""JIH""";Jalan Ring Road Utara no. 160 Condongcatur Depok;34;3404
DI YOGYAKARTA;SLEMAN;3404183S;RS PKU MUHAMMADIYAH YOGYAKARTA UNIT II;Jl. Wates KM 5,5;34;3404
DI YOGYAKARTA;SLEMAN;3404011;RSUD Sleman;Jl. Bhayangkara 48 Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404033;RSU Panti Baktiningsih;Klepu Sendangmulyo Minggir,Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404092;RS Puri Husada Yogyakarta;Jl. Palagan Tentara Pelajar No.67 Km.11 Rejodani Ngaglik Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404102;RS Panti Rini;Jl. Solo Km 13,2 Tirtomartani Kalasan Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404124;RS Panti Nugroho;Jl. Kaliurang Km.17 Pakem,Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404146;RS Islam Yogyakarta PDHI;Jl. Solo Km 12,5 Kalasan Yogya;34;3404
DI YOGYAKARTA;SLEMAN;3404179;RS MITRA PARAMEDIKA;Jl. Raya Ngemplak Kemasan Widodomartani;34;3404
DI YOGYAKARTA;SLEMAN;3404015;RSUP Dr. Sarjito;Jl. Kesehatan No.1 Sekip Yogyakarta;34;3404
DI YOGYAKARTA;SLEMAN;3404188S;RS Bayangkara;jl Raya Solo KM 23 Yogyakarta;34;3404
DI YOGYAKARTA;SLEMAN;3404190S;RSU MITRA SEHAT;Jl. Wates KM 9 Balecatur, Gamping;34;3404
DI YOGYAKARTA;SLEMAN;3404168;RSUD Prambanan;Jl. Prambanan Piyungan Km.7 Sumberharjo Prambanan Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404184;RS BHAYANGKARA YOGYAKARTA;JL. JOGJA-SOLO KM.14 KALASAN SLEMAN YOGYAKARTA;34;3404
DI YOGYAKARTA;SLEMAN;3404180;RSKIA. ARVITA BUNDA;Stan RT/RW: 04/44 Maguwoharjo, Depok;34;3404
DI YOGYAKARTA;SLEMAN;3404022;RS Jiwa Ghrasia/Lalijiwa pakem;Jl. Kaliurang Km. 17 Yogyakarta;34;3404
DI YOGYAKARTA;SLEMAN;3404081;RS Condong Catur;Jl. Manggis No.6, Gempol, Condong Catur Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404070;RSK Bedah An-Nur;Jl. Samirono Baru No.14-16,Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404185;RSKB Klinik Sinduadi;Jl.Wijaya Kusuma 310 Sinduadi Mlati Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404113;RS Lokapala;Jl. Pemuda 1 Sleman Yogyakarta;34;3404
DI YOGYAKARTA;SLEMAN;3404187;RSKIA SADEWA;JL. BABARSARI TB 16 NO. 13 CATURTUNGGAL DEPOK SLEMAN;34;3404
DI YOGYAKARTA;SLEMAN;3404135;RSU Dharma;Jl. Yogya-Wonosari Sleman Yogya;34;3404
DI YOGYAKARTA;SLEMAN;3404157;RS Ibu dan Anak Sakina Idaman;Jl. Nyi Condrolukito,Blunyah Gede 60,Sinduadi, Mlati ,Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404189S;RUMAH SAKIT AKADEMIK UNIVERSITAS GADJAH MADA;Komplek Yadara Blok 5 No. 1 Babarsari, Catur Tunggal,Depok;34;3404
DI YOGYAKARTA;SLEMAN;3404181;RSU AT-TUROTS AL-ISLAMY YOGYAKARTA;Klaci 1 Margoluwih Seyegan Sleman;34;3404
DI YOGYAKARTA;SLEMAN;3404182;Rumahsakit Gramedika 10;JL. Raya Besi Jangkang No. 10, Sardonoharjo,Ngaglik;34;3404
JAWA TIMUR;BANGKALAN;3526011;RSUD Syarifah Ambarni Rato Ebuh;Jl. Pemuda Kaffa No. 9 Bangkalan;35;3526
JAWA TIMUR;BANGKALAN;3526027S;RSU Lukas;Bangkalan;35;3526
JAWA TIMUR;BANGKALAN;3526022;RS AL Batuporon;Jl. Mawar Madura Kab Bangkalan;35;3526
JAWA TIMUR;BANYUWANGI;3510105S;RSU BAKTI MULIA;JALAN BRAWIJAYA NO 46 MUNCAR;35;3510
JAWA TIMUR;BANYUWANGI;3510104;PKU Muhammadiyah Rogojampi;Jalan Diponegoro Nomor 20 Rogojampi;35;3510
JAWA TIMUR;BANYUWANGI;3510021;RS PTP XII Bakti Husada;Krikilan Glenmore Banyuwangi;35;3510
JAWA TIMUR;BANYUWANGI;3510054;RS Islam Fatimah;Jl. Jember 25 Kabat Banyuwangi;35;3510
JAWA TIMUR;BANYUWANGI;3510076;RS Umum Yasmin Banyuwangi;Jl. Letkol Istiqlah Banyuwangi;35;3510
